구,동,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도
강남구,역삼동,개나리래미안,129.8,202201,3,325000,14,2006
강남구,역삼동,강남역우정에쉐르,17.13,202201,5,20500,11,2004
강남구,도곡동,아카데미스위트1,122.07,202201,6,220000,22,2004
강남구,역삼동,역삼I'PARK,28.246,202201,7,85400,5,2006
강남구,대치동,동부센트레빌,145.83,202201,7,425000,21,2005
강남구,역삼동,우정에쉐르멤버스,36.19,202201,7,58000,9,2004
강남구,논현동,그랑디오스,132.96,202201,8,159140,5,2004
강남구,논현동,그랑디오스,132.96,202201,8,159140,5,2004
강남구,도곡동,타워팰리스2,154.35,202201,12,410000,42,2003
강남구,대치동,대우아이빌멤버스(891-26),51.026,202201,12,54500,10,2003
강남구,도곡동,현대비젼21,35.48,202201,14,50000,20,1999
강남구,개포동,래미안블레스티지,84.943,202201,15,300000,7,2019
강남구,논현동,거평프리젠,32.835,202201,15,40000,6,1996
강남구,자곡동,엘에이치강남힐스테이트,51.96,202201,17,118000,11,2015
강남구,청담동,신동아,84.94,202201,19,220000,2,1997
강남구,도곡동,한신(개포),83.86,202201,23,281000,5,1985
강남구,개포동,성원대치2단지아파트,33.18,202201,25,120000,8,1992
강남구,일원동,디에이치자이개포,84.94,202201,26,208273,29,2021
강남구,도곡동,타워팰리스3,163.567,202201,27,420000,42,2004
강남구,논현동,마일스디오빌,36.29,202201,27,42000,14,2004
강남구,역삼동,한화진넥스빌,43.58,202201,27,46500,20,2001
강남구,역삼동,브라운스톤역삼,59.96,202201,27,109000,7,2004
강남구,역삼동,테헤란아이파크,70.8333,202201,31,220000,2,2014
강남구,대치동,테헤란로대우아이빌(891-6),33.11,202202,4,43600,23,2004
강남구,도곡동,현대비젼21,33.1,202202,4,42000,20,1999
강남구,도곡동,대우디오빌,25.89,202202,5,24000,7,2004
강남구,압구정동,"현대7차(73~77,82,85동)",144.2,202202,9,500000,14,1979
강남구,개포동,그린빌리지,197.91,202202,11,180000,4,1996
강남구,자곡동,엘에이치강남힐스테이트,59.93,202202,12,116000,7,2015
강남구,역삼동,금호어울림,132.88,202202,14,208000,14,2003
강남구,청담동,연세힐하우스1,187.73,202202,14,300000,1,2003
강남구,논현동,벨러스빌,86.51,202202,14,65000,5,2004
강남구,삼성동,현대타워(13층-27층),149.99,202202,15,225000,26,1998
강남구,도곡동,타워팰리스1,164.95,202202,19,435000,10,2002
강남구,논현동,마일스디오빌,36.29,202202,19,39000,9,2004
강남구,압구정동,"현대6차(78~81,83,84,86,87동)",144.7,202202,19,490000,8,1978
강남구,도곡동,타워팰리스2,160.56,202202,21,380000,4,2003
강남구,대치동,은마,84.43,202202,22,255000,4,1979
강남구,삼성동,LG선릉에클라트(B),36.35,202202,22,40200,11,2004
강남구,도곡동,래미안도곡카운티,59.98,202202,23,225000,20,2016
강남구,논현동,아크로힐스논현,84.208,202202,24,210000,4,2014
강남구,청담동,청담신원아침도시마인,49.4473,202202,25,82500,8,2013
강남구,청담동,라테라스청담,18.55,202202,28,34000,4,2018
강남구,청담동,휴먼스타빌,35.905,202202,28,80000,14,2005
강남구,일원동,수서,39.98,202203,1,107000,15,1992
강남구,대치동,테헤란로대우아이빌(891-6),35.51,202203,10,42200,23,2004
강남구,청담동,청담스위트,13.425,202203,11,22750,5,2015
강남구,삼성동,삼성동헤렌하우스2(82-1),217.86,202203,11,500000,6,2010
강남구,도곡동,도곡1차아이파크,130.259,202203,12,283000,27,2007
강남구,압구정동,신현대11차,183.41,202203,17,595000,4,1983
강남구,도곡동,대우디오빌,25.89,202203,17,23800,8,2004
강남구,신사동,신사아크존2,135.72,202203,17,228000,2,2005
강남구,도곡동,상지리츠빌카일룸,210.5,202203,17,610000,2,2018
강남구,청담동,청담로얄카운티,244.95,202203,18,445000,3,1999
강남구,논현동,동양파라곤,160.33,202203,21,333000,14,2004
강남구,신사동,압구정대원칸타빌아파트,97.08,202203,21,188000,3,2001
강남구,수서동,강남 더샵 포레스트,146.6888,202203,24,348000,6,2016
강남구,대치동,개포우성1,127.61,202203,24,375000,1,1983
강남구,삼성동,삼성동힐스테이트 1단지,114.463,202203,25,250000,16,2008
강남구,개포동,성원대치2단지아파트,33.18,202203,27,120000,12,1992
강남구,대치동,테헤란로대우아이빌(891-6),33.11,202203,28,34000,3,2004
강남구,대치동,대치아이파크,119.58,202203,29,400000,20,2008
강남구,도곡동,타워팰리스2,124.11,202203,29,335000,40,2003
강남구,대치동,개포우성1,127.61,202203,30,409000,11,1983
강남구,논현동,마일스디오빌,36.29,202203,30,40900,14,2004
강남구,압구정동,한양4,101.09,202203,30,330000,8,1978
강남구,도곡동,타워팰리스3,244.224,202203,30,554000,63,2004
강남구,일원동,한솔마을,63.76,202203,31,178000,2,1994
강남구,개포동,개포래미안포레스트,102.32,202204,1,369000,13,2020
강남구,도곡동,럭키(963),124.1,202204,2,270000,2,1995
강남구,삼성동,LG선릉에클라트(B),36.35,202204,2,38200,12,2004
강남구,역삼동,역삼래미안,80.87,202204,8,274000,5,2005
강남구,개포동,디에이치아너힐즈,76.1709,202204,8,305000,23,2019
강남구,대치동,동부센트레빌,145.83,202204,9,470000,19,2005
강남구,대치동,선경1차(1동-7동),84.35,202204,11,320000,13,1983
강남구,압구정동,"현대5차(71,72동)",82.23,202204,12,410000,10,1977
강남구,개포동,개포6차우성아파트1동~8동,79.97,202204,12,220000,4,1987
강남구,일원동,샘터마을,134.438,202204,13,275000,11,1994
강남구,자곡동,래미안강남힐즈,91.96,202204,13,201000,7,2014
강남구,논현동,펜트힐루논현,43.392,202204,15,110000,7,2021
강남구,논현동,두산위브2단지,106.829,202204,16,206000,9,2004
강남구,청담동,연세리버빌3,243.21,202204,16,526000,2,1999
강남구,개포동,성원대치2단지아파트,33.18,202204,18,110000,9,1992
강남구,압구정동,미성2차,74.4,202204,19,321000,16,1987
강남구,수서동,강남데시앙포레,101.73,202204,20,216500,15,2014
강남구,논현동,동양파라곤,180.07,202204,21,245000,5,2004
강남구,개포동,현대2,131.83,202204,21,291500,3,1986
강남구,대치동,한보미도맨션1,128.01,202204,22,390000,13,1983
강남구,논현동,신동아(22),35.73,202204,23,98000,11,1997
강남구,논현동,동현아파트1~6,119.67,202204,23,290000,11,1985
강남구,압구정동,"현대1차(12,13,21,22,31,32,33동)",131.48,202204,25,470000,5,1976
강남구,도곡동,도곡1차아이파크,130.259,202204,27,303000,27,2007
강남구,청담동,청담스위트,12.449,202204,27,23300,5,2015
강남구,청담동,PH129,273.96,202204,28,1450000,16,2020
강남구,삼성동,이안애빌,106.89,202205,2,177000,5,2004
강남구,신사동,RudenHouse,84.44,202205,2,103000,1,2007
강남구,청담동,진흥아파트,109.31,202205,2,243500,7,1984
강남구,대치동,대우아이빌명문가(891-23),33.06,202205,4,34000,11,2004
강남구,도곡동,도곡쌍용예가,107.53,202205,5,224000,3,1978
강남구,도곡동,럭키(963),84.97,202205,6,235500,7,1995
강남구,대치동,한보미도맨션2,190.47,202205,9,507500,8,1985
강남구,청담동,청담스위트,13.425,202205,11,23500,4,2015
강남구,역삼동,은하수,67.14,202205,11,180000,4,1992
강남구,도곡동,타워팰리스1,301.47,202205,12,870000,56,2002
강남구,도곡동,현대그린1,84.93,202205,12,187000,6,2006
강남구,역삼동,역삼래미안,59.4,202205,14,198000,2,2005
강남구,청담동,청담건영,84.595,202205,16,288000,8,1994
강남구,도곡동,우성사원5,70.89,202205,17,230000,9,1986
강남구,도곡동,래미안도곡카운티,106.78,202205,18,360000,17,2016
강남구,논현동,우민,74.758,202205,19,123000,2,2002
강남구,대치동,은마,84.43,202205,20,270000,13,1979
강남구,대치동,대치동우정에쉐르1,59.75,202205,20,80000,5,2004
강남구,청담동,대우리츠카운티,211.72,202205,20,386000,2,2001
강남구,역삼동,한화진넥스빌,39.2,202205,23,39000,8,2001
강남구,도곡동,타워팰리스2,115.63,202205,24,310000,23,2003
강남구,역삼동,역삼I'PARK,131.38,202205,26,360000,16,2006
강남구,개포동,개포래미안포레스트,59.92,202205,26,210000,6,2020
강남구,논현동,논현동한화꿈에그린,67.671,202205,26,85600,2,2005
강남구,도곡동,우성캐릭터199,164.97,202205,26,256000,16,1998
강남구,대치동,테헤란로대우아이빌(891-6),59.83,202205,28,91500,15,2004
강남구,청담동,삼환(101동),114.97,202205,30,150000,8,1999
강남구,논현동,거평프리젠,30.215,202205,30,40000,11,1996
강남구,대치동,은마,76.79,202205,31,254000,8,1979
강남구,역삼동,테헤란아이파크,92.6232,202206,4,280000,4,2014
강남구,삼성동,LG선릉에클라트(B),36.35,202206,7,32000,12,2004
강남구,역삼동,대우디오빌플러스,34.41,202206,7,31900,5,2004
강남구,압구정동,"현대7차(73~77,82,85동)",157.36,202206,9,550000,5,1979
강남구,개포동,래미안블레스티지,99.991,202206,10,360000,32,2019
강남구,대치동,대치현대,85,202206,10,246000,9,1999
강남구,수서동,까치마을,49.5,202206,11,135000,1,1993
강남구,역삼동,개나리래미안,114.65,202206,14,335000,5,2006
강남구,논현동,신동아(22),35.73,202206,17,99500,5,1997
강남구,논현동,한양수자인어반게이트,16.2,202206,17,20500,7,2013
강남구,개포동,개포래미안포레스트,59.92,202206,17,195000,10,2020
강남구,역삼동,역삼I'PARK,131.38,202206,18,360000,4,2006
강남구,논현동,경남논현,83.72,202206,21,131000,5,1996
강남구,대치동,한보미도맨션1,128.01,202206,24,387000,4,1983
강남구,대치동,한보미도맨션2,126.33,202206,24,380000,10,1985
강남구,청담동,청담디에브스아파트,91.68,202206,27,117562,3,2017
강남구,삼성동,상지리츠빌카일룸(65-4),237.74,202206,27,545000,6,2012
강남구,논현동,마일스디오빌,36.29,202206,28,40500,13,2004
강남구,도곡동,도곡렉슬,84.9984,202207,1,315000,15,2006
강남구,역삼동,역삼I'PARK,28.246,202207,2,84900,5,2006
강남구,도곡동,PLUMHILLS,206.1,202207,4,210000,1,2003
강남구,역삼동,우림루미아트1,23.9,202207,5,20500,7,2003
강남구,역삼동,한스빌(836),48.21,202207,5,42000,2,1996
강남구,도곡동,현대비젼21,32.65,202207,5,47000,18,1999
강남구,도곡동,타워팰리스1,164.97,202207,7,480000,42,2002
강남구,청담동,청담대우멤버스카운티11차,164.99,202207,7,315000,3,2004
강남구,논현동,펜트힐루논현,43.392,202207,8,110000,4,2021
강남구,개포동,래미안블레스티지,59.888,202207,11,210000,7,2019
강남구,삼성동,삼성동중앙하이츠빌리지,59.98,202207,19,218000,3,2004
강남구,청담동,청담동마크노빌,270.25,202207,27,450000,1,2008
강남구,개포동,개포자이,170.32,202207,27,303000,11,2004
강남구,청담동,연세청담파크빌,242.34,202207,29,290000,5,1999
강남구,자곡동,엘에이치강남힐스테이트,59.93,202208,5,110000,7,2015
강남구,청담동,청담우방아파트,59.97,202208,5,160000,9,1999
강남구,도곡동,대림아크로빌,130.545,202208,8,216597,8,1999
강남구,자곡동,엘에이치강남힐스테이트,84.39,202208,11,112000,13,2015
강남구,역삼동,역삼I'PARK,28.246,202208,11,84000,8,2006
강남구,논현동,마일스디오빌,36.29,202208,12,38500,15,2004
강남구,논현동,마일스디오빌,36.29,202208,12,38500,15,2004
강남구,수서동,신동아,39.53,202208,16,100000,13,1992
강남구,대치동,대치아이파크,59.96,202208,18,210000,11,2008
강남구,청담동,청담신원아침도시마인,27.0875,202208,19,36000,6,2013
강남구,일원동,디에이치자이개포,84.72,202208,25,150000,23,2021
강남구,도곡동,도곡렉슬,84.9231,202208,28,280000,17,2006
강남구,역삼동,래미안펜타빌,157.37,202208,29,360000,10,2007
강남구,신사동,현대썬앤빌,23.72,202208,30,33500,7,2015
강남구,신사동,현대썬앤빌,15.42,202208,30,24000,8,2015
강남구,신사동,현대썬앤빌,16.4,202208,30,25000,9,2015
강남구,신사동,현대썬앤빌,16.4,202208,30,24900,8,2015
강남구,신사동,현대썬앤빌,15.42,202208,30,24200,9,2015
강남구,신사동,현대썬앤빌,16.4,202208,30,25000,9,2015
강남구,신사동,현대썬앤빌,16.4,202208,30,24600,7,2015
강남구,신사동,현대썬앤빌,16.4,202208,30,24900,8,2015
강남구,신사동,현대썬앤빌,15.42,202208,30,24200,9,2015
강남구,신사동,현대썬앤빌,16.4,202208,30,24600,7,2015
강남구,신사동,현대썬앤빌,16.4,202208,30,24600,6,2015
강남구,신사동,현대썬앤빌,15.42,202208,30,23600,8,2015
강남구,신사동,현대썬앤빌,15.42,202208,30,23600,5,2015
강남구,신사동,현대썬앤빌,15.42,202208,30,24000,8,2015
강남구,신사동,현대썬앤빌,16.4,202208,30,24900,8,2015
강남구,역삼동,진넥스빌2,23.85,202208,30,22400,6,2003
강남구,신사동,현대썬앤빌,15.42,202208,30,23400,6,2015
강남구,신사동,현대썬앤빌,15.42,202208,30,23700,9,2015
강남구,일원동,목련타운,99.79,202208,31,245000,8,1993
강남구,청담동,청담자이,89.115,202209,8,365000,15,2011
강남구,역삼동,이스턴오피스텔,14.78,202209,15,19500,12,2014
강남구,삼성동,진흥아파트,170.01,202209,15,380000,6,1984
강남구,대치동,청암빌라트,163.8,202209,17,270000,1,1991
강남구,역삼동,래미안그레이튼(진달래2차),59.91,202209,18,190000,11,2010
강남구,역삼동,강남센트럴아이파크,84.915,202210,6,300000,8,2022
강남구,자곡동,래미안강남힐즈,101.94,202210,11,180000,14,2014
강남구,대치동,래미안대치팰리스,114.15,202210,11,485000,22,2015
강남구,역삼동,한화진넥스빌,41.68,202210,11,41000,9,2001
강남구,일원동,푸른마을아파트101동~111동,84.93,202210,12,165000,9,1994
강남구,삼성동,삼성동힐스테이트 1단지,114.463,202210,12,352000,1,2008
강남구,일원동,푸른마을아파트101동~111동,59.76,202210,12,138000,11,1994
강남구,역삼동,대우디오빌,30.03,202210,14,34000,14,2002
강남구,청담동,청담현대3차아파트,109.53,202210,17,294000,5,1999
강남구,수서동,신동아,33.18,202210,18,113000,7,1992
강남구,삼성동,채널리저브,84.94,202210,25,129000,12,2007
강남구,일원동,푸른마을아파트101동~111동,84.93,202211,2,154000,2,1994
강남구,대치동,은마,76.79,202211,5,191500,10,1979
강남구,일원동,상록수,74.54,202211,9,160000,1,1993
강남구,개포동,성원대치2단지아파트,39.53,202211,15,102500,3,1992
강남구,대치동,은마,84.43,202211,16,220000,4,1979
강남구,역삼동,리츠빌아파트,93.22,202211,16,85000,4,2003
강남구,대치동,은마,84.43,202211,21,215000,5,1979
강남구,대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,202211,22,260000,4,1984
강남구,개포동,디에이치아너힐즈,84.3558,202211,26,250000,19,2019
강남구,자곡동,강남한양수자인(4단지),114.32,202212,2,175000,10,2014
강남구,대치동,은마,76.79,202212,5,189500,6,1979
강남구,도곡동,대림아크로빌,177.255,202212,9,260000,22,1999
강남구,일원동,목련타운,134.71,202212,9,210000,14,1993
강남구,일원동,목련타운,134.71,202212,12,227000,6,1993
강남구,삼성동,삼성동센트럴아이파크,59.96,202212,13,208000,20,2018
강남구,도곡동,대림아크로빌,172.467,202212,15,260000,31,1999
강남구,도곡동,대명비발디,77.61,202212,17,96500,6,2003
강남구,역삼동,역삼우정에쉐르2,49.38,202212,17,74000,9,2004
강남구,대치동,은마,76.79,202212,22,190000,12,1979
강남구,대치동,은마,76.79,202212,23,182500,14,1979
강남구,개포동,성원대치2단지아파트,49.86,202212,23,104000,4,1992
강남구,개포동,성원대치2단지아파트,49.86,202212,23,104000,4,1992
강남구,대치동,은마,84.43,202212,24,220000,10,1979
강남구,청담동,휴먼스타빌,35.905,202212,27,90000,22,2005
강남구,대치동,은마,76.79,202212,30,184500,2,1979
강남구,삼성동,현대힐스테이트2단지,84.236,202212,30,235000,3,2008
강남구,대치동,포스코더샵,139.54,202212,30,290000,11,2004
강남구,압구정동,"현대6차(78~81,83,84,86,87동)",144.2,202212,30,430000,8,1978
강동구,길동,강동와이시티,13.97,202201,6,11400,17,2014
강동구,길동,에이치비골드빌(103동),78.13,202201,6,75000,11,2004
강동구,길동,다성이즈빌(주상복합),36.35,202201,7,34500,13,2015
강동구,둔촌동,둔촌하이츠,59.79,202201,7,95000,12,1998
강동구,상일동,고덕아르테온,84.97,202201,9,180000,13,2020
강동구,상일동,고덕자이,74.3069,202201,10,150000,23,2021
강동구,강일동,강일리버파크1단지,84.83,202201,12,113000,11,2009
강동구,천호동,래미안강동팰리스,59.98,202201,12,142000,18,2017
강동구,상일동,고덕아르테온,84.93,202201,15,195000,17,2020
강동구,길동,강동렘브란트,15.86,202201,19,10000,13,2014
강동구,길동,길동우성,40.36,202201,21,71000,1,1994
강동구,성내동,에스아이팰리스센트럴성내,14.04,202201,21,23700,13,2021
강동구,길동,강동큐브,12.49,202201,26,15700,16,2013
강동구,천호동,강변그대가리버뷰,84.99,202201,28,148500,15,2007
강동구,암사동,선사현대아파트,82.94,202201,28,138000,26,2000
강동구,성내동,한솔파로스,81.5,202201,28,64510,7,2010
강동구,암사동,롯데캐슬퍼스트,59.99,202201,29,118000,6,2008
강동구,암사동,롯데캐슬퍼스트,59.99,202201,29,125000,8,2008
강동구,성내동,다성이즈빌,25.92,202202,5,18000,5,2014
강동구,성내동,성내1차e-편한세상,84.49,202202,5,104000,11,2003
강동구,고덕동,고덕그라시움,59.052,202202,6,139300,11,2019
강동구,길동,강동와이시티,13.97,202202,10,9400,13,2014
강동구,천호동,강변그대가갤럭시,84.96,202202,12,125000,10,2009
강동구,강일동,강일리버파크6단지,84.53,202202,15,110000,12,2009
강동구,상일동,중앙하이츠,59.94,202202,18,88500,6,1992
강동구,암사동,선사현대아파트,72.85,202202,18,115000,4,2000
강동구,천호동,대우한강베네시티,130.13,202203,6,110000,12,2007
강동구,길동,경지Arium,14.12,202203,11,21500,3,2019
강동구,성내동,하나플러스,59.86,202203,13,66000,3,2003
강동구,길동,현대웰하임(201동),14.468,202203,16,10000,1,2012
강동구,암사동,선사현대아파트,59.64,202203,17,112000,11,2000
강동구,천호동,엘림스퀘어II,17.58,202203,18,18000,10,2019
강동구,명일동,명일우성,84.93,202203,22,151800,8,1986
강동구,천호동,천호동삼성아파트,59.86,202203,23,87400,7,1997
강동구,고덕동,래미안힐스테이트고덕,59.23,202203,26,137500,18,2016
강동구,길동,강동LG자이,84.88,202203,28,134000,8,2003
강동구,명일동,래미안솔베뉴,49.62,202203,31,108500,17,2019
강동구,천호동,두산위브센티움,31.37,202203,31,16000,6,2004
강동구,길동,다성이즈빌,20.85,202204,1,22500,9,2018
강동구,성내동,파크프라자,77.41,202204,2,69000,4,2003
강동구,고덕동,고덕그라시움,59.052,202204,3,147000,26,2019
강동구,길동,현대웰하임(101동),16.959,202204,4,13750,9,2012
강동구,고덕동,배재현대,84.9,202204,7,143700,21,1995
강동구,길동,경지Arium,14.12,202204,7,22200,16,2019
강동구,천호동,광남벨라스2차아파트,84.67,202204,9,71000,7,2004
강동구,명일동,명일진로,118.44,202204,9,108000,11,1994
강동구,길동,삼익세라믹,84.85,202204,9,96000,8,1992
강동구,길동,현대1,84.87,202204,13,115000,11,1996
강동구,암사동,선사현대아파트,59.64,202204,14,106900,19,2000
강동구,성내동,에스케이허브진,33.71,202204,14,36500,7,2004
강동구,천호동,천호태영아파트,59.63,202204,16,105000,13,1999
강동구,상일동,고덕센트럴IPARK,74.88,202204,16,150000,16,2019
강동구,길동,강동큐브,12.49,202204,20,10800,18,2013
강동구,암사동,현대홈타운,84.98,202204,20,137500,18,2004
강동구,암사동,프라이어팰리스,84.988,202204,22,143500,13,2007
강동구,명일동,고덕주공9,83.21,202204,23,141000,7,1985
강동구,성내동,성내동삼성아파트,59.88,202204,25,106700,14,1999
강동구,암사동,프라이어팰리스,84.988,202204,26,141000,9,2007
강동구,성내동,에스케이허브진,33.71,202205,4,37700,11,2004
강동구,천호동,현대아파트,60.76,202205,7,90000,1,1990
강동구,고덕동,고덕그라시움,59.785,202205,10,135000,17,2019
강동구,암사동,내일쎄닛빌,111.4,202205,11,72000,9,2007
강동구,상일동,동아,84.94,202205,11,81000,4,1997
강동구,성내동,동남드림빌,77.02,202205,13,59000,11,2006
강동구,둔촌동,현대1차아파트,84.36,202205,13,140000,12,1984
강동구,둔촌동,성원,59.22,202205,14,72500,8,1995
강동구,둔촌동,신성둔촌미소지움1,59.78,202205,15,96000,13,1998
강동구,성내동,새한올림픽,82.22,202205,15,79500,1,2001
강동구,암사동,선사현대아파트,59.64,202205,16,103500,4,2000
강동구,상일동,고덕숲아이파크,84.85,202205,16,158000,20,2018
강동구,명일동,현대(명일),57.09,202205,16,79500,13,1988
강동구,길동,강동큐브(2차),15.12,202205,16,10350,8,2013
강동구,명일동,우성101동,84.97,202205,18,89500,9,2004
강동구,천호동,현진리버파크,14.9,202205,19,21000,10,2017
강동구,상일동,고덕아르테온,84.97,202205,22,164000,3,2020
강동구,고덕동,래미안힐스테이트고덕,84.83,202205,24,160000,21,2016
강동구,고덕동,고덕그라시움,84.244,202205,25,148000,19,2019
강동구,길동,강동역에스케이허브,84.94,202205,25,85500,15,2006
강동구,길동,현대웰하임(201동),14.468,202205,26,11000,4,2012
강동구,길동,강동와이시티,13.97,202205,27,11900,18,2014
강동구,고덕동,고덕그라시움,84.24,202205,27,175000,17,2019
강동구,상일동,고덕자이,84.7398,202205,30,151000,3,2021
강동구,천호동,엘림스퀘어II,17.58,202205,30,17300,3,2019
강동구,길동,강동큐브,12.49,202205,31,12500,17,2013
강동구,길동,에이치비골드빌(103동),42.3,202206,1,43300,9,2004
강동구,상일동,고덕센트럴IPARK,59.97,202206,4,121000,1,2019
강동구,길동,강동와이시티,13.97,202206,7,10900,16,2014
강동구,암사동,선사현대아파트,82.94,202206,8,149000,6,2000
강동구,성내동,한양립스,12.33,202206,9,12800,5,2014
강동구,천호동,강변그대가갤럭시,84.99,202206,10,100000,11,2009
강동구,길동,현대웰하임(201동),14.468,202206,13,9500,3,2012
강동구,명일동,래미안솔베뉴,59.11,202206,23,140000,31,2019
강동구,암사동,롯데캐슬퍼스트,133.97,202207,8,200000,21,2008
강동구,천호동,현대아파트,72.04,202207,11,100000,4,1990
강동구,성내동,한양립스,12.33,202207,13,10200,10,2014
강동구,둔촌동,현대2,79.79,202207,15,123000,12,1988
강동구,천호동,아스하임,12.88,202207,21,20500,10,2021
강동구,명일동,래미안솔베뉴,59.11,202207,23,122000,21,2019
강동구,길동,청원파크빌2,84.95,202207,25,68000,5,2004
강동구,길동,다성이즈빌(주상복합),36.35,202207,25,33150,16,2015
강동구,천호동,골드하임(101동),84.97,202207,28,64000,3,2005
강동구,고덕동,고덕그라시움,84.244,202208,6,163000,5,2019
강동구,천호동,두산위브센티움,31.37,202208,11,16100,5,2004
강동구,길동,현대웰하임(201동),14.468,202208,11,8900,4,2012
강동구,암사동,삼성광나루,84.79,202208,20,98000,6,2002
강동구,고덕동,고덕그라시움,59.785,202208,27,128000,16,2019
강동구,천호동,두산위브센티움,31.37,202208,29,16000,8,2004
강동구,상일동,고덕롯데캐슬베네루체,59.981,202208,31,102800,9,2019
강동구,둔촌동,현대3,79.99,202209,8,92700,11,1988
강동구,상일동,고덕아르테온,59.98,202209,26,102000,3,2020
강동구,천호동,금호아파트,27.61,202209,28,35000,6,1987
강동구,고덕동,고덕그라시움,59.052,202209,28,106000,13,2019
강동구,강일동,강일리버파크4단지,84.83,202209,30,108000,15,2009
강동구,상일동,고덕아르테온,59.98,202210,6,134000,14,2020
강동구,고덕동,고덕그라시움,84.046,202210,8,165000,6,2019
강동구,상일동,고덕롯데캐슬베네루체,59.981,202210,8,95000,9,2019
강동구,천호동,천호네스빌,39.15,202210,10,25400,3,2003
강동구,길동,라인,59.94,202210,13,62000,8,1998
강동구,천호동,한신아파트,57.84,202210,15,49700,11,1991
강동구,상일동,고덕센트럴IPARK,84.97,202210,18,127500,15,2019
강동구,상일동,고덕자이,59.9398,202210,24,98000,22,2021
강동구,성내동,한양립스,12.33,202210,24,13000,7,2014
강동구,고덕동,고덕그라시움,59.785,202210,24,107000,6,2019
강동구,길동,광남캐스빌(389-9),68.46,202210,25,65000,10,2005
강동구,고덕동,고덕센트럴푸르지오,59.14,202210,27,95000,26,2020
강동구,고덕동,고덕센트럴푸르지오,59.14,202210,29,88000,16,2020
강동구,암사동,선사현대아파트,59.64,202210,29,77000,21,2000
강동구,명일동,명일지에스아파트,84.96,202210,29,85000,5,1999
강동구,상일동,동아,59.25,202211,1,64500,17,1997
강동구,길동,다성이즈빌,84.76,202211,1,65000,1,2003
강동구,상일동,고덕롯데캐슬베네루체,84.146,202211,8,108500,28,2019
강동구,천호동,현진리버파크,23.26,202211,10,29500,4,2017
강동구,성내동,성내동삼성아파트,59.88,202211,15,85000,11,1999
강동구,둔촌동,둔촌푸르지오,59.98,202211,16,85000,16,2010
강동구,고덕동,고덕그라시움,59.052,202211,20,112000,15,2019
강동구,상일동,고덕롯데캐슬베네루체,84.923,202211,24,109500,10,2019
강동구,암사동,선사현대아파트,59.64,202211,24,69000,6,2000
강동구,암사동,선사현대아파트,59.64,202211,29,77000,7,2000
강동구,상일동,고덕자이,59.9398,202212,2,96000,23,2021
강동구,고덕동,고덕그라시움,59.052,202212,3,99000,3,2019
강동구,상일동,고덕리엔파크3단지,84.98,202212,3,91800,8,2011
강동구,암사동,중앙하이츠,59.52,202212,3,53000,8,1998
강동구,상일동,고덕아르테온,84.95,202212,6,129500,15,2020
강동구,고덕동,고덕그라시움,133.152,202212,9,240000,30,2019
강동구,고덕동,고덕그라시움,84.244,202212,21,144500,19,2019
강동구,암사동,롯데캐슬퍼스트,59.99,202212,21,95000,18,2008
강동구,천호동,강동역신동아파밀리에,101.25,202212,24,95000,28,2015
강동구,명일동,고덕주공9,83.93,202212,24,96000,15,1985
강동구,길동,청광플러스원큐브2차,14.495,202212,26,10800,18,2013
강동구,명일동,명일지에스아파트,84.9,202212,28,73500,2,1999
강동구,상일동,고덕리엔파크3단지,84.98,202212,29,85000,8,2011
강동구,고덕동,래미안힐스테이트고덕,59.23,202212,29,95500,13,2016
강동구,암사동,롯데캐슬퍼스트,59.99,202212,30,86500,17,2008
강북구,수유동,래미안수유,84.993,202201,10,84500,14,2001
강북구,수유동,수유역하이씨티,12.01,202201,11,10700,11,2014
강북구,번동,수유역두산위브1,84.9909,202201,14,82500,5,2009
강북구,미아동,래미안트리베라1단지,84.97,202201,19,104700,10,2010
강북구,수유동,수유프리미어엠,15.13,202201,20,10100,7,2016
강북구,수유동,성덕,62.91,202201,22,37000,6,2003
강북구,미아동,푸르지오시티,18.6479,202201,27,12000,20,2014
강북구,미아동,경남아너스빌(1356-0),114.922,202201,30,89000,12,2003
강북구,수유동,예도팔라티움,13.47,202202,11,17800,8,2020
강북구,미아동,삼각산아이원,84.705,202202,26,78500,1,2003
강북구,수유동,극동,84.99,202203,2,62500,11,1992
강북구,미아동,에스케이북한산시티,59.98,202203,7,68300,4,2004
강북구,번동,번동솔그린,59.82,202203,9,59800,16,1999
강북구,미아동,에스케이북한산시티,84.71,202203,31,76000,3,2004
강북구,미아동,에스케이북한산시티,84.76,202204,5,80000,5,2004
강북구,수유동,우암센스뷰,84.83,202204,8,55000,4,2005
강북구,미아동,삼성래미안트리베라2단지,84.29,202204,22,118000,8,2010
강북구,우이동,대우,59.94,202204,26,62900,4,2000
강북구,번동,주공1단지,49.94,202204,30,72000,8,1991
강북구,번동,번동솔그린,84.6,202205,2,74000,19,1999
강북구,번동,번동솔그린,84.6,202205,7,64000,6,1999
강북구,미아동,에스케이북한산시티,59.98,202205,11,67000,24,2004
강북구,미아동,경남아너스빌(1356-0),84.873,202205,14,85000,8,2003
강북구,미아동,푸르지오시티,18.6479,202205,16,13800,18,2014
강북구,미아동,두산위브트레지움,59.82,202205,19,83000,21,2011
